Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
SLC4A2	"AE2, BND3L, EPB3L1, HKB3, NBND3"	ENSG00000164889	"Solute carrier family 4 member 2"	P04920	7	151057210-151076526	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Antiport, Ion transport, Transport"		Osteopetrosis	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"choroid plexus: 272.4"	"Cell type enhanced"	"Detected in many"		"Syncytiotrophoblasts: 93.7"	"Cell type enriched"	"Detected in many"	12	"choroid plexus epithelial cell: 368.4"	"Low cancer specificity"	"Detected in all"			"Region enriched"	"Detected in all"	13	"choroid plexus: 1044.1"	"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA019339	Enhanced		Uncertain	"Nuclear speckles,Plasma membrane,Cytosol"			NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 72: Alveolar cells - Lung function"	5	"Nuclear speckles, Plasma membrane"	Cytosol	"HPA019339: AB_1844825"	"unprognostic (7.84e-3)"	"unprognostic (3.44e-1)"	"unprognostic (3.25e-1)"	"unprognostic (1.25e-2)"	"unprognostic (1.64e-1)"	"unprognostic (5.54e-2)"	"unprognostic (1.48e-1)"	"unprognostic (8.92e-2)"	"unprognostic (1.35e-1)"	"unprognostic (7.66e-2)"	"unprognostic (9.64e-6)"	"unprognostic (6.81e-2)"	"unprognostic (4.51e-2)"	"unprognostic (2.25e-4)"	"unprognostic (1.09e-3)"	"unprognostic (4.03e-3)"	"unprognostic (1.97e-1)"	"unprognostic (5.65e-2)"	"unprognostic (3.39e-1)"	"unprognostic (3.59e-1)"	"unprognostic (4.15e-3)"	"unprognostic (8.71e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.42e-1)"	"unprognostic (9.56e-2)"	"unprognostic (1.13e-1)"	"unprognostic (1.14e-1)"	"unprognostic (7.39e-2)"	"unprognostic (2.20e-1)"	"unprognostic (2.31e-1)"	"unprognostic (2.12e-1)"
SLC9C2	"MGC43026, SLC9A11"	ENSG00000162753	"Solute carrier family 9 member C2 (putative)"	Q5TAH2	1	173500460-173603072	"Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Sodium transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	7	"testis: 5.8"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 25.7;Ciliated cells: 4.1;Cone photoreceptor cells: 5.1;Early spermatids: 6.0;Excitatory neurons: 4.8;Granulosa cells: 6.6;Microglial cells: 4.5"	"Cell type enriched"	"Detected in many"	4	"ependymal cell: 336.6"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Testis - Early spermatids"					"Low region specificity"	"Detected in all"			"HPA059122, HPA079529"	Enhanced		Supported	"Nuclear speckles,Plasma membrane"			NA	NA				"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 47: Astrocytes - Unknown function"		"Plasma membrane"	"Nuclear speckles"	"HPA059122: , HPA079529: "																					"unprognostic (3.62e-1)"										
SLU7	9G8	ENSG00000164609	"SLU7 homolog, splicing factor"	O95391	5	160401641-160421711	"Predicted intracellular proteins"	"mRNA processing, mRNA splicing"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035907, HPA058120"	Uncertain		Supported	"Nucleoplasm,Nuclear speckles"			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 40: Non-specific - Transcription"	"Cluster 34: Non-specific - Mixed function"	"Cluster 22: Non-specific - mRNA splicing & Cell cycle"	"Cluster 55: Non-specific - Transcription"	34	Nucleoplasm	"Nuclear speckles"	"HPA035907: AB_10671717, HPA058120: AB_2683612"	"unprognostic (4.74e-2)"	"unprognostic (4.66e-2)"	"unprognostic (1.61e-2)"	"unprognostic (5.00e-1)"	"unprognostic (5.68e-2)"	"unprognostic (7.97e-2)"	"unprognostic (1.03e-1)"	"unprognostic (3.51e-1)"	"unprognostic (2.10e-1)"	"unprognostic (2.83e-1)"	"unprognostic (3.91e-10)"	"unprognostic (8.36e-4)"	"unprognostic (1.64e-1)"	"unprognostic (9.27e-4)"	"unprognostic (9.81e-2)"	"unprognostic (6.51e-2)"	"unprognostic (4.53e-1)"	"unprognostic (6.73e-3)"	"unprognostic (1.85e-1)"	"unprognostic (6.71e-2)"	"unprognostic (4.01e-4)"	"unprognostic (1.67e-1)"	"unprognostic (2.38e-1)"	"unprognostic (9.70e-2)"	"unprognostic (6.31e-2)"	"unprognostic (2.23e-1)"	"unprognostic (1.13e-1)"	"unprognostic (3.29e-1)"	"unprognostic (2.37e-1)"	"unprognostic (9.79e-2)"	"unprognostic (2.54e-1)"
SMC4	"CAP-C, hCAP-C, SMC4L1"	ENSG00000113810	"Structural maintenance of chromosomes 4"	Q9NTJ3	3	160399274-160434954	"Plasma proteins, Predicted intracellular proteins"	"Cell cycle, Cell division, DNA condensation, Mitosis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 59.0"	"Cell type enhanced"	"Detected in all"		"Erythroid cells: 267.9;Spermatocytes: 366.9;Spermatogonia: 228.8"	"Cell type enhanced"	"Detected in all"		"leukocyte: 56.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"basophil: 74.6"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Mitotic cells (Skin), Spleen - Mitotic cells (Spleen), Stomach - Mitotic cells (Stomach), Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA029449, CAB055509"	Approved		Supported	"Nuclear speckles,Cytosol"			NA	Yes		9900	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 11: White matter - Signal transduction"	"Cluster 63: Non-specific - Protein processing"	"Cluster 52: Non-specific - Cell proliferation"	36	"Nuclear speckles, Cytosol"		"CAB055509: , HPA029449: AB_10603891"	"unprognostic (2.95e-2)"	"unprognostic (1.74e-1)"	"unprognostic (2.31e-2)"	"unprognostic (5.95e-3)"	"unprognostic (1.40e-1)"	"unprognostic (3.65e-1)"	"unprognostic (2.05e-1)"	"unprognostic (2.98e-1)"	"unprognostic (1.90e-1)"	"unprognostic (9.15e-3)"	"unprognostic (3.35e-5)"	"unprognostic (1.77e-1)"	"unprognostic (3.79e-2)"	"unprognostic (3.42e-2)"	"unprognostic (3.64e-3)"	"unprognostic (6.49e-3)"	"unprognostic (4.46e-2)"	"unprognostic (4.64e-2)"	"unprognostic (9.65e-3)"	"unprognostic (1.54e-1)"	"unprognostic (5.80e-2)"	"unprognostic (5.21e-6)"	"unprognostic (1.85e-2)"	"unprognostic (1.61e-4)"	"unprognostic (5.82e-2)"	"unprognostic (9.84e-2)"	"unprognostic (4.54e-2)"	"unprognostic (3.20e-2)"	"unprognostic (2.95e-1)"	"unprognostic (5.76e-3)"	"unprognostic (5.41e-2)"
SMC5	"KIAA0594, SMC5L1"	ENSG00000198887	"Structural maintenance of chromosomes 5"	Q8IY18	9	70258978-70354873	"Predicted intracellular proteins"	"Cell cycle, Cell division, DNA damage, DNA recombination, DNA repair, Mitosis"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"							HPA054900	Supported		Supported	"Nuclear speckles"			NA	NA			"Cluster 45: Eosinophils - Unknown function"	"Cluster 16: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	"Cluster 43: Non-specific - Basic cellular processes"	"Cluster 55: Non-specific - Transcription"	27	"Nuclear speckles"		"HPA054900: AB_2682634"	"unprognostic (2.46e-1)"	"unprognostic (3.09e-1)"	"unprognostic (1.73e-2)"	"unprognostic (1.70e-1)"	"unprognostic (6.87e-2)"	"unprognostic (8.77e-2)"	"unprognostic (1.99e-1)"	"unprognostic (8.87e-2)"	"unprognostic (3.97e-2)"	"unprognostic (3.19e-2)"	"unprognostic (5.11e-5)"	"unprognostic (1.10e-4)"	"unprognostic (2.77e-1)"	"unprognostic (5.36e-3)"	"unprognostic (1.15e-1)"	"unprognostic (1.78e-1)"	"unprognostic (8.36e-2)"	"unprognostic (4.18e-1)"	"unprognostic (3.80e-2)"	"unprognostic (7.75e-2)"	"unprognostic (2.48e-1)"	"unprognostic (6.72e-2)"	"unprognostic (6.34e-2)"	"unprognostic (1.72e-1)"	"unprognostic (6.20e-2)"	"unprognostic (1.29e-1)"	"unprognostic (1.01e-1)"	"unprognostic (4.12e-2)"	"unprognostic (4.01e-1)"	"unprognostic (1.56e-1)"	"unprognostic (5.05e-2)"
SMIM19	C8orf40	ENSG00000176209	"Small integral membrane protein 19"	Q96E16	8	42541155-42555195	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA011145, HPA074830"	Uncertain		Approved	"Nuclear speckles"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 31: Non-specific - Transcription"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	4	"Nuclear speckles"		"HPA011145: AB_1078360, HPA074830: "	"unprognostic (3.22e-1)"	"unprognostic (1.46e-1)"		"unprognostic (3.23e-2)"	"unprognostic (1.54e-1)"	"unprognostic (9.97e-2)"	"unprognostic (7.87e-4)"	"unprognostic (7.55e-2)"	"unprognostic (5.06e-2)"	"unprognostic (1.37e-1)"	"unprognostic (3.09e-8)"	"unprognostic (1.39e-3)"	"unprognostic (8.85e-2)"	"unprognostic (5.07e-3)"		"unprognostic (7.62e-2)"	"unprognostic (7.79e-2)"	"unprognostic (3.78e-3)"	"unprognostic (6.57e-2)"	"unprognostic (1.50e-1)"	"unprognostic (6.49e-2)"	"unprognostic (2.77e-2)"	"unprognostic (5.55e-2)"	"unprognostic (1.11e-3)"	"unprognostic (1.61e-1)"	"unprognostic (1.65e-1)"	"unprognostic (4.22e-4)"	"unprognostic (2.04e-1)"	"unprognostic (3.94e-2)"	"unprognostic (1.07e-1)"	"unprognostic (3.87e-2)"
SMTNL2	FLJ42461	ENSG00000188176	"Smoothelin like 2"	Q2TAL5	17	4583999-4608319	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	10	"skeletal muscle: 483.2;tongue: 130.8"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 15.6;Distal tubular cells: 27.7;Mesothelial cells: 30.2;Proximal tubular cells: 36.6;Skeletal myocytes: 78.1"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 5.0;fibroblast: 3.6"	"Group enriched"	"Detected in many"	6	"Kidney Renal Clear Cell Carcinoma (TCGA): 11.8;Kidney Renal Papillary Cell Carcinoma (TCGA): 30.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 9.2"	"Adipose visceral - Mesothelial cells, Pituitary gland - Corticotropes, Prostate - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA025706			Approved	"Nucleoplasm,Nuclear speckles"			NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 29: Forebrain - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		"Nucleoplasm, Nuclear speckles"		"HPA025706: AB_1848935"	"unprognostic (1.87e-1)"		"unprognostic (2.39e-2)"	"unprognostic (6.42e-4)"	"unprognostic (3.49e-1)"	"unprognostic (4.44e-1)"			"unprognostic (4.17e-2)"	"unprognostic (5.31e-4)"	"unprognostic (4.86e-6)"	"unprognostic (1.41e-6)"	"unprognostic (9.42e-5)"							"unprognostic (1.24e-1)"					"unprognostic (4.93e-2)"	"unprognostic (1.23e-1)"		"unprognostic (4.86e-2)"	"unprognostic (5.25e-2)"		"unprognostic (5.37e-3)"
SMURF2		ENSG00000108854	"SMAD specific E3 ubiquitin protein ligase 2"	Q9HAU4	17	64542282-64662307	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Host-virus interaction, Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Cell type enhanced"	"Detected in all"		"central nervous system macrophage: 431.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"Adrenocortical cancer: 180.1"	"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071508	Enhanced		Supported	"Nuclear speckles"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 7: Non-specific - Ribosome"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 80: Non-specific - Transcription"	82	"Nuclear speckles"		"HPA071508: AB_2686406"	"unprognostic (1.80e-2)"	"unprognostic (2.22e-1)"	"unprognostic (8.44e-2)"	"unprognostic (3.81e-2)"	"unprognostic (3.04e-2)"	"unprognostic (1.12e-4)"	"unprognostic (2.83e-1)"	"unprognostic (3.22e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.01e-2)"	"unprognostic (8.31e-7)"	"unprognostic (2.66e-4)"	"unprognostic (1.24e-1)"		"unprognostic (2.05e-2)"	"unprognostic (1.62e-1)"	"unprognostic (5.39e-2)"	"unprognostic (4.65e-3)"	"unprognostic (3.19e-1)"	"unprognostic (3.56e-2)"	"unprognostic (5.19e-2)"	"unprognostic (3.96e-3)"	"unprognostic (2.56e-3)"	"unprognostic (1.55e-1)"	"unprognostic (6.71e-3)"	"unprognostic (7.35e-2)"	"unprognostic (4.40e-2)"	"unprognostic (2.02e-1)"	"unprognostic (1.69e-1)"	"unprognostic (2.06e-2)"	"unprognostic (8.44e-2)"
SNRNP40	"HPRP8BP, PRP8BP, PRPF8BP, SPF38, WDR57"	ENSG00000060688	"Small nuclear ribonucleoprotein U5 subunit 40"	Q96DI7	1	31259568-31296788	"Predicted intracellular proteins, Predicted membrane proteins"	"mRNA processing, mRNA splicing"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA026527, HPA027345"	Supported		Supported	"Nuclear speckles"			NA	NA		4600	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 71: Thymus - Adaptive immune response"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 37: Non-specific - mRNA processing"	"Cluster 39: Non-specific - Basic cellular processes"	186	"Nuclear speckles"		"HPA026527: AB_1858814, HPA027345: AB_2239703"	"unprognostic (1.02e-1)"	"unprognostic (1.92e-1)"	"unprognostic (1.46e-2)"	"unprognostic (8.31e-2)"	"unprognostic (4.72e-4)"	"unprognostic (2.16e-1)"	"unprognostic (1.99e-2)"	"unprognostic (7.19e-4)"	"unprognostic (8.98e-2)"	"unprognostic (1.81e-1)"	"unprognostic (2.52e-6)"	"unprognostic (1.86e-1)"	"unprognostic (3.12e-2)"	"unprognostic (2.27e-5)"	"unprognostic (3.17e-3)"	"unprognostic (7.72e-2)"	"unprognostic (2.94e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.60e-2)"	"unprognostic (1.01e-1)"	"unprognostic (1.28e-2)"	"unprognostic (1.57e-1)"	"unprognostic (4.01e-3)"	"unprognostic (7.72e-2)"	"unprognostic (4.71e-2)"	"unprognostic (5.44e-2)"	"unprognostic (5.80e-2)"	"unprognostic (8.35e-2)"	"unprognostic (3.42e-1)"	"unprognostic (1.21e-1)"	"unprognostic (2.18e-2)"
SNRPA1	"Lea1, U2A'"	ENSG00000131876	"Small nuclear ribonucleoprotein polypeptide A'"	P09661	15	101281510-101295282	"Plasma proteins, Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	"Ribonucleoprotein, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA045622, HPA048499"	Supported		Supported	"Nucleoplasm,Nuclear speckles,Nuclear bodies"			NA	NA		140000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 31: Non-specific - Transcription"	"Cluster 58: Non-specific - Nuclear processes"	"Cluster 39: Non-specific - Basic cellular processes"	167	Nucleoplasm	"Nuclear speckles, Nuclear bodies"	"HPA045622: AB_2679394, HPA048499: AB_2680421"	"unprognostic (7.91e-3)"	"unprognostic (3.80e-2)"	"unprognostic (2.44e-1)"	"unprognostic (3.41e-2)"	"unprognostic (2.02e-1)"	"unprognostic (8.90e-2)"	"unprognostic (2.20e-2)"	"unprognostic (7.63e-2)"	"unprognostic (2.57e-3)"	"unprognostic (6.05e-2)"	"unprognostic (1.68e-3)"	"unprognostic (1.58e-3)"	"unprognostic (4.22e-7)"	"unprognostic (6.90e-6)"	"unprognostic (6.64e-5)"	"unprognostic (5.92e-5)"	"unprognostic (2.90e-3)"	"unprognostic (4.05e-2)"	"unprognostic (6.00e-2)"	"unprognostic (1.12e-2)"	"unprognostic (3.64e-5)"	"unprognostic (3.40e-3)"	"unprognostic (4.15e-3)"	"unprognostic (2.47e-2)"	"unprognostic (9.47e-2)"	"unprognostic (1.22e-1)"	"unprognostic (2.89e-2)"	"unprognostic (1.76e-1)"	"unprognostic (2.76e-1)"	"unprognostic (1.53e-1)"	"unprognostic (1.93e-1)"
SNRPB2	"Msl1, U2B''"	ENSG00000125870	"Small nuclear ribonucleoprotein polypeptide B2"	P08579	20	16729961-16742564	"Plasma proteins, Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	"Ribonucleoprotein, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Proximal tubular cells: 509.9"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA050814, HPA076104"	Supported		Supported	"Nuclear speckles,Cytoplasmic bodies"			NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 16: Non-specific - Transcription"	"Cluster 21: Non-specific - Metabolism"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	209	"Nuclear speckles"	"Cytoplasmic bodies"	"HPA050814: AB_2681245, HPA076104: AB_2732301"	"unprognostic (2.59e-2)"	"unprognostic (1.28e-3)"	"unprognostic (7.05e-3)"	"unprognostic (1.76e-1)"	"unprognostic (1.28e-1)"	"unprognostic (3.72e-2)"	"unprognostic (1.22e-2)"	"unprognostic (5.09e-2)"	"unprognostic (4.78e-4)"	"unprognostic (1.87e-3)"	"unprognostic (8.71e-3)"	"unprognostic (8.84e-2)"	"unprognostic (1.36e-3)"	"unprognostic (7.90e-7)"	"unprognostic (7.24e-5)"	"unprognostic (3.12e-3)"	"unprognostic (3.20e-3)"	"unprognostic (1.16e-1)"	"unprognostic (7.22e-2)"	"unprognostic (7.95e-2)"	"unprognostic (2.97e-1)"	"unprognostic (2.47e-4)"	"unprognostic (6.75e-2)"	"unprognostic (9.81e-2)"	"unprognostic (5.77e-2)"	"unprognostic (2.58e-2)"	"unprognostic (2.89e-1)"	"unprognostic (6.72e-2)"	"unprognostic (2.14e-1)"	"unprognostic (7.98e-2)"	"unprognostic (4.70e-2)"
